Country Code,year,econ_score,social_score,physical_score,total_score
SLV,2021,39.83,49.32,62.91,61.69
SLV,2022,54.02,50.74,51.75,64.57
SLV,2023,54.2,52.23,51.82,64.63
SLV,2024,57.89,41.74,,59.59
SMR,2022,50.71,39.37,55.3,94.67
SMR,2023,25.18,47.18,52.09,94.48
SMR,2024,,46.08,,60.43
SOM,2022,65.76,67.03,34.99,33.4
SOM,2023,65.8,55.53,37.77,33.31
SOM,2024,69.57,18.54,,55.43
SRB,2006,45.09,57.28,55.93,76.88
SRB,2007,49.58,53.3,60.11,79.12
SRB,2008,49.12,50.51,59.37,79.78
SRB,2009,54.85,57.19,58.6,80.19
SRB,2010,57.81,59.09,56.55,80.28
SRB,2011,52.69,59.52,56.66,80.77
SRB,2012,52.29,60.55,56.51,82.87
SRB,2013,50.5,57.79,56.62,83.25
SRB,2014,55.51,58.16,53.81,83.69
SRB,2015,50.55,59.12,53.34,84.09
SRB,2016,51.38,59.23,52.58,84.7
SRB,2017,51.92,59.35,53.62,85.27
SRB,2018,53.01,61.56,52.08,86.48
SRB,2019,53.67,64.67,52.84,86.7
SRB,2020,54.02,62.73,60.96,86.84
SRB,2021,51.88,64.02,58.37,83.68
SRB,2022,55.63,31.26,56.97,86.8
SRB,2023,55.39,34.19,54.61,87.0
SRB,2024,59.2,40.63,,60.52
SSD,2011,64.05,12.2,37.49,38.27
SSD,2012,57.03,26.52,37.79,38.97
SSD,2013,56.85,21.71,39.08,39.07
SSD,2014,56.6,24.79,52.1,38.43
SSD,2015,57.19,18.78,53.72,38.38
SSD,2016,57.69,25.82,57.0,39.12
SSD,2017,57.72,20.12,58.9,38.76
SSD,2018,57.96,35.96,55.78,40.43
SSD,2019,58.44,36.0,53.43,40.43
SSD,2020,58.28,30.68,54.61,40.13
SSD,2021,58.37,29.77,53.25,40.7
SSD,2022,46.13,41.51,37.14,41.23
SSD,2023,46.17,41.32,37.45,41.51
SSD,2024,,19.42,,59.61
STP,1990,50.26,29.56,47.45,40.73
STP,1991,54.07,25.4,48.46,40.08
STP,1992,54.05,33.59,49.32,40.24
STP,1993,54.13,41.75,50.26,40.25
STP,1994,54.12,41.78,50.8,40.32
STP,1995,54.08,41.84,51.01,40.3
STP,1996,54.06,43.25,50.86,40.38
STP,1997,54.01,42.48,50.71,40.38
STP,1998,53.91,32.94,50.28,40.54
STP,1999,53.82,48.4,49.14,40.87
STP,2000,49.95,43.23,39.44,41.99
STP,2001,35.8,45.42,38.28,41.54
STP,2002,38.68,56.11,39.41,41.65
STP,2003,36.17,53.47,39.2,42.0
STP,2004,39.61,45.43,44.63,42.16
STP,2005,37.28,48.81,45.97,42.32
STP,2006,40.76,45.42,46.44,42.58
STP,2007,44.5,53.03,46.35,42.51
STP,2008,45.83,52.91,46.89,43.32
STP,2009,46.81,51.45,48.56,44.03
STP,2010,48.34,51.54,48.17,43.76
STP,2011,49.79,57.56,48.61,43.68
STP,2012,51.46,43.31,49.95,43.79
STP,2013,53.47,61.01,53.65,43.81
STP,2014,55.26,53.42,54.26,43.31
STP,2015,63.23,56.13,54.71,43.77
STP,2016,64.56,62.0,55.54,46.42
STP,2017,66.92,55.15,56.05,50.46
STP,2018,65.79,46.63,57.13,51.36
STP,2019,65.67,45.76,57.66,51.13
STP,2020,65.55,44.34,55.19,51.76
STP,2021,65.59,46.64,52.51,51.1
STP,2022,57.46,30.84,48.84,50.9
STP,2023,57.48,32.26,48.87,51.14
STP,2024,78.92,3.89,,58.41
SUR,2004,38.39,51.28,63.5,47.42
SUR,2005,38.53,46.8,61.93,49.87
SUR,2006,38.57,47.7,61.04,50.94
SUR,2007,38.51,52.78,60.42,51.34
SUR,2008,38.52,55.31,61.58,51.78
SUR,2009,30.12,56.02,63.42,51.8
SUR,2010,30.47,57.87,62.77,49.9
SUR,2011,30.32,60.99,64.17,50.54
SUR,2012,35.03,64.08,61.8,51.28
SUR,2013,34.49,62.06,60.73,51.32
SUR,2014,30.75,62.09,60.31,51.59
SUR,2015,37.28,55.79,58.65,55.0
SUR,2016,35.89,50.62,59.03,55.58
SUR,2017,42.46,45.49,59.22,55.98
SUR,2018,43.4,46.79,61.02,56.03
SUR,2019,43.69,54.45,61.13,57.38
SUR,2020,42.63,52.25,66.77,57.85
SUR,2021,43.78,56.95,48.54,57.05
SUR,2022,50.52,53.92,56.88,59.94
SUR,2023,50.91,53.92,49.5,60.25
SUR,2024,56.82,36.72,,59.39
SVK,1990,54.42,42.45,71.54,71.18
SVK,1991,60.04,40.86,68.7,71.85
SVK,1992,58.1,52.36,69.8,72.28
SVK,1993,59.73,47.83,67.16,73.01
SVK,1994,55.31,47.24,65.49,74.44
SVK,1995,54.25,46.34,63.77,75.55
SVK,1996,54.82,47.37,63.84,76.27
SVK,1997,49.9,49.88,62.47,76.66
SVK,1998,59.38,48.75,64.6,77.59
SVK,1999,61.33,50.15,63.64,77.95
SVK,2000,66.04,48.18,71.48,78.92
SVK,2001,65.92,55.09,68.98,79.37
SVK,2002,58.28,57.58,69.07,80.58
SVK,2003,56.59,57.25,67.97,81.11
SVK,2004,58.06,60.11,66.34,80.93
SVK,2005,56.77,59.31,66.26,80.81
SVK,2006,53.6,60.81,68.3,81.5
SVK,2007,53.03,59.52,66.25,81.46
SVK,2008,47.76,61.49,69.04,81.34
SVK,2009,50.43,62.08,65.7,80.69
SVK,2010,63.06,62.92,63.21,80.23
SVK,2011,60.25,61.4,62.66,80.4
SVK,2012,61.13,63.39,60.66,81.27
SVK,2013,61.77,62.47,59.39,81.13
SVK,2014,56.52,62.11,59.2,81.01
SVK,2015,56.28,62.6,57.71,80.92
SVK,2016,53.23,64.24,56.62,80.84
SVK,2017,58.54,64.35,54.21,80.76
SVK,2018,56.9,65.96,54.74,80.64
SVK,2019,56.12,68.52,53.87,80.63
SVK,2020,47.8,69.29,60.83,81.4
SVK,2021,49.09,74.81,63.92,81.25
SVK,2022,62.81,33.37,47.96,82.62
SVK,2023,63.69,33.1,45.2,82.72
SVK,2024,63.9,69.76,,59.69
SVN,1990,41.14,40.46,61.77,72.17
SVN,1991,61.07,39.1,61.38,73.35
SVN,1992,56.25,60.36,60.75,73.4
SVN,1993,65.37,45.42,62.14,75.98
SVN,1994,57.05,45.59,60.02,77.11
SVN,1995,54.21,45.59,57.49,79.42
SVN,1996,57.76,46.16,57.0,80.17
SVN,1997,51.12,44.68,58.32,80.74
SVN,1998,55.67,45.0,57.59,81.53
SVN,1999,55.25,42.39,55.76,82.04
SVN,2000,52.43,47.29,65.41,82.96
SVN,2001,52.83,49.77,68.61,84.94
SVN,2002,55.99,58.33,66.33,86.02
SVN,2003,53.49,56.57,68.92,86.8
SVN,2004,53.45,60.06,63.99,86.63
SVN,2005,54.79,60.66,62.55,86.56
SVN,2006,51.18,62.92,65.84,87.28
SVN,2007,51.69,63.67,63.13,86.41
SVN,2008,54.58,63.56,59.5,86.65
SVN,2009,57.71,64.17,57.11,86.94
SVN,2010,58.5,65.36,56.68,87.31
SVN,2011,55.76,63.27,54.1,92.65
SVN,2012,55.35,62.66,53.41,93.0
SVN,2013,53.62,63.97,54.98,93.01
SVN,2014,54.5,65.16,51.27,93.38
SVN,2015,56.12,63.65,50.97,93.65
SVN,2016,56.55,63.41,50.46,94.19
SVN,2017,52.36,67.25,48.14,94.45
SVN,2018,54.59,73.04,47.76,91.97
SVN,2019,58.2,73.99,47.31,92.66
SVN,2020,59.73,75.17,56.34,92.45
SVN,2021,60.32,76.09,58.08,91.79
SVN,2022,57.16,25.66,47.96,94.92
SVN,2023,58.14,28.77,40.95,94.9
SVN,2024,65.31,55.03,,60.35
SWE,1990,72.42,53.69,44.48,87.83
SWE,1991,66.34,64.26,44.74,89.67
SWE,1992,69.89,65.3,42.84,90.12
SWE,1993,70.94,62.85,41.77,90.48
SWE,1994,69.97,65.69,41.53,91.26
SWE,1995,69.66,68.33,41.01,91.66
SWE,1996,68.82,67.33,38.95,91.81
SWE,1997,67.61,62.64,39.36,93.61
SWE,1998,67.97,61.63,38.52,93.42
SWE,1999,68.33,61.24,37.9,93.9
SWE,2000,68.35,73.57,36.63,93.92
SWE,2001,67.98,71.89,36.48,94.37
SWE,2002,67.42,71.63,36.06,94.53
SWE,2003,68.96,68.55,35.52,94.96
SWE,2004,68.32,70.74,34.54,95.09
SWE,2005,67.32,63.75,34.32,95.25
SWE,2006,65.07,69.04,36.34,95.28
SWE,2007,64.85,68.73,35.89,95.27
SWE,2008,64.44,61.3,35.73,95.14
SWE,2009,68.16,64.77,35.34,95.01
SWE,2010,66.91,62.86,34.26,94.82
SWE,2011,66.27,65.26,33.92,94.84
SWE,2012,68.83,62.68,32.42,95.16
SWE,2013,68.24,70.82,31.97,95.31
SWE,2014,68.64,67.68,31.96,95.55
SWE,2015,68.4,69.51,32.52,95.85
SWE,2016,69.61,72.36,30.82,96.0
SWE,2017,68.62,75.7,30.66,96.27
SWE,2018,68.93,69.27,30.98,96.78
SWE,2019,67.06,73.14,30.32,97.33
SWE,2020,66.95,70.36,35.42,97.44
SWE,2021,66.4,82.34,35.36,97.53
SWE,2022,43.63,18.69,47.63,97.91
SWE,2023,43.05,18.81,45.82,97.82
SWE,2024,39.83,39.02,,61.15
SWZ,1990,49.13,36.08,52.86,34.47
SWZ,1991,56.55,24.98,52.3,35.21
SWZ,1992,56.81,24.86,51.77,35.34
SWZ,1993,56.92,26.5,50.78,35.27
SWZ,1994,56.37,27.87,47.7,35.01
SWZ,1995,57.86,25.26,48.69,39.3
SWZ,1996,53.76,25.09,47.61,38.63
SWZ,1997,51.16,20.2,48.26,39.26
SWZ,1998,52.35,28.46,48.33,39.03
SWZ,1999,52.98,28.4,48.63,38.88
SWZ,2000,53.64,25.82,57.92,39.83
SWZ,2001,54.22,25.93,60.07,39.96
SWZ,2002,54.71,25.26,60.3,40.66
SWZ,2003,55.13,26.58,60.72,40.23
SWZ,2004,55.42,26.46,58.06,40.14
SWZ,2005,55.48,28.49,57.83,40.11
SWZ,2006,55.47,30.48,58.11,40.77
SWZ,2007,55.41,21.96,56.35,41.4
SWZ,2008,55.65,26.76,54.78,40.49
SWZ,2009,55.91,30.96,54.95,39.82
SWZ,2010,56.17,32.37,56.17,41.03
SWZ,2011,56.5,29.03,53.35,41.07
SWZ,2012,56.74,33.21,56.35,41.92
SWZ,2013,56.93,40.44,60.45,42.1
SWZ,2014,57.18,46.23,66.47,42.56
SWZ,2015,57.39,44.34,73.98,43.08
SWZ,2016,63.69,42.82,78.25,43.51
SWZ,2017,57.3,39.51,79.52,49.95
SWZ,2018,56.99,38.23,78.82,50.88
SWZ,2019,56.72,38.71,80.73,52.25
SWZ,2020,55.83,41.75,76.81,53.54
SWZ,2021,68.26,42.35,73.86,46.8
SWZ,2022,46.41,45.34,51.04,46.68
SWZ,2023,34.66,34.44,54.0,46.71
SWZ,2024,37.8,18.64,,59.51
SXM,2022,,78.88,58.43,64.16
SXM,2023,,33.33,58.1,64.0
SXM,2024,,,,57.79
SYC,2022,37.27,43.41,61.44,61.04
SYC,2023,52.64,50.75,60.59,64.06
SYC,2024,59.03,58.8,,59.54
SYR,1990,17.19,26.78,39.33,45.48
SYR,1991,13.47,26.2,41.07,46.75
SYR,1992,21.11,28.46,41.77,46.96
SYR,1993,22.29,30.73,41.67,47.45
SYR,1994,20.67,34.4,40.79,48.21
SYR,1995,13.45,33.04,39.42,48.95
SYR,1996,16.55,34.67,38.18,48.45
SYR,1997,10.24,37.25,36.83,49.26
SYR,1998,9.57,39.77,35.82,49.19
SYR,1999,9.78,35.68,34.82,50.18
SYR,2000,9.6,36.22,37.59,52.96
SYR,2001,6.14,36.33,37.2,52.87
SYR,2002,6.19,39.22,36.85,52.57
SYR,2003,7.0,39.16,37.57,52.7
SYR,2004,10.22,39.68,38.07,51.9
SYR,2005,8.41,41.14,38.23,51.15
SYR,2006,3.68,42.55,38.83,49.8
SYR,2007,2.1,35.84,38.89,49.28
SYR,2008,3.38,38.11,39.96,49.95
SYR,2009,3.37,39.25,40.48,49.72
SYR,2010,4.81,46.25,38.77,49.62
SYR,2011,8.71,51.14,42.76,50.55
SYR,2012,13.51,53.45,59.18,51.24
SYR,2013,14.4,54.28,61.3,51.54
SYR,2014,14.58,66.54,62.03,51.96
SYR,2015,14.75,67.25,72.08,52.48
SYR,2016,14.99,67.92,70.27,52.48
SYR,2017,15.05,71.72,64.19,52.67
SYR,2018,15.2,72.29,56.53,52.27
SYR,2019,15.38,62.93,45.15,53.56
SYR,2020,14.97,62.25,44.33,53.72
SYR,2021,15.3,62.23,38.3,53.37
SYR,2022,67.37,49.56,62.6,52.56
SYR,2023,67.47,48.82,62.68,52.29
SYR,2024,63.97,50.59,,53.86
TCA,2022,,30.53,64.28,71.12
TCA,2023,,23.42,64.3,71.28
TCA,2024,,8.63,,58.3
TCD,2001,71.73,14.06,37.65,23.96
TCD,2002,71.6,13.1,37.99,24.03
TCD,2003,71.54,13.41,36.77,24.53
TCD,2004,71.41,15.3,35.22,25.11
TCD,2005,71.36,20.92,36.04,25.35
TCD,2006,71.17,24.31,36.59,25.48
TCD,2007,71.05,25.13,35.97,25.52
TCD,2008,70.87,23.17,34.58,25.4
TCD,2009,70.61,17.83,33.82,25.59
TCD,2010,70.49,21.04,32.3,26.21
TCD,2011,70.16,19.36,33.55,28.29
TCD,2012,69.94,25.6,32.97,29.29
TCD,2013,69.77,20.69,32.99,29.91
TCD,2014,69.52,17.64,34.01,30.01
TCD,2015,69.28,14.9,33.26,30.36
TCD,2016,69.11,19.08,34.73,30.59
TCD,2017,68.99,18.36,40.51,30.59
TCD,2018,64.81,17.68,41.34,30.93
TCD,2019,68.84,15.97,41.91,31.08
TCD,2020,69.35,27.7,42.84,31.9
TCD,2021,69.4,18.7,40.58,33.2
TCD,2022,49.92,51.0,26.81,37.56
TCD,2023,50.09,54.26,27.55,37.92
TCD,2024,67.0,46.99,,58.8
TGO,1990,64.38,9.39,46.41,27.89
TGO,1991,64.13,9.09,45.19,26.93
TGO,1992,64.18,12.68,42.56,26.96
TGO,1993,64.37,29.39,41.59,28.67
TGO,1994,64.35,10.36,40.56,26.97
TGO,1995,64.3,10.43,40.32,27.13
TGO,1996,64.24,10.18,39.52,27.46
TGO,1997,64.11,14.45,38.99,28.2
TGO,1998,64.25,19.34,36.91,29.4
TGO,1999,64.22,18.16,38.85,30.95
TGO,2000,64.27,14.61,40.85,33.53
TGO,2001,64.24,16.43,42.23,33.58
TGO,2002,64.15,23.17,41.83,33.81
TGO,2003,64.06,24.21,41.48,34.96
TGO,2004,64.19,28.28,42.16,35.16
TGO,2005,64.5,28.87,42.09,36.59
TGO,2006,65.49,29.55,40.01,36.85
TGO,2007,65.67,36.12,42.58,38.0
TGO,2008,66.47,43.42,42.38,38.32
TGO,2009,67.39,25.7,41.64,38.52
TGO,2010,68.17,30.37,39.93,38.0
TGO,2011,69.36,22.3,39.96,37.82
TGO,2012,68.44,42.97,39.3,38.06
TGO,2013,68.02,43.21,39.04,39.28
TGO,2014,67.6,37.44,37.66,40.11
TGO,2015,66.6,42.79,37.94,40.52
TGO,2016,68.12,43.9,37.32,40.76
TGO,2017,68.25,22.56,37.58,40.92
TGO,2018,67.71,50.49,36.76,41.35
TGO,2019,63.12,35.79,36.19,41.43
TGO,2020,65.98,48.98,35.11,41.12
TGO,2021,65.58,49.46,32.55,39.44
TGO,2022,58.61,62.25,46.59,44.45
TGO,2023,56.14,28.77,42.99,46.02
TGO,2024,72.05,42.87,,59.27
THA,1990,59.16,44.22,60.81,56.52
THA,1991,56.06,41.23,60.98,56.68
THA,1992,57.73,40.62,61.34,56.91
THA,1993,57.22,40.87,61.0,56.95
THA,1994,59.32,30.93,62.28,56.97
THA,1995,56.7,30.43,62.57,57.07
THA,1996,59.71,30.5,62.64,57.29
THA,1997,60.2,32.13,60.5,57.61
THA,1998,59.4,41.16,58.63,57.57
THA,1999,65.5,41.23,58.62,57.85
THA,2000,66.13,46.54,64.58,59.4
THA,2001,64.05,49.83,65.87,60.66
THA,2002,63.11,48.33,65.35,60.45
THA,2003,62.69,43.76,64.69,60.66
THA,2004,63.29,50.82,63.88,59.65
THA,2005,63.82,52.6,62.28,60.93
THA,2006,61.47,51.99,60.63,59.66
THA,2007,62.41,56.96,59.54,61.01
THA,2008,62.14,55.12,63.05,61.41
THA,2009,60.14,56.29,63.46,61.8
THA,2010,60.57,57.59,65.31,62.21
THA,2011,59.9,53.78,67.54,62.68
THA,2012,60.41,54.03,67.78,62.97
THA,2013,59.43,52.78,68.2,62.72
THA,2014,60.19,55.14,68.36,59.53
THA,2015,60.41,45.08,69.72,59.02
THA,2016,60.38,54.5,70.27,60.15
THA,2017,60.52,52.76,72.52,59.63
THA,2018,60.72,54.46,72.0,61.66
THA,2019,60.8,58.24,72.95,65.89
THA,2020,61.39,56.68,67.99,66.11
THA,2021,60.71,58.53,67.82,66.35
THA,2022,54.01,50.81,44.83,67.09
THA,2023,54.07,52.23,48.95,71.37
THA,2024,61.96,57.21,,60.02
TJK,1990,33.79,42.45,63.5,47.46
TJK,1991,48.56,33.97,61.64,45.46
TJK,1992,55.74,35.27,92.17,45.04
TJK,1993,55.75,35.51,97.33,44.77
TJK,1994,55.04,34.7,75.5,42.99
TJK,1995,54.91,33.31,65.15,43.32
TJK,1996,54.3,35.57,68.27,43.33
TJK,1997,54.06,50.03,65.08,45.15
TJK,1998,53.84,47.19,63.91,45.98
TJK,1999,54.45,27.92,64.74,48.12
TJK,2000,54.99,28.18,60.78,55.96
TJK,2001,55.41,23.61,55.06,56.25
TJK,2002,56.1,22.61,58.12,60.08
TJK,2003,61.28,31.34,54.73,63.18
TJK,2004,57.52,22.82,56.38,63.51
TJK,2005,57.42,26.09,55.8,65.5
TJK,2006,57.87,25.28,55.12,66.22
TJK,2007,64.33,25.2,55.85,66.39
TJK,2008,58.92,30.72,54.63,66.22
TJK,2009,61.94,31.69,54.76,65.37
TJK,2010,60.16,31.43,53.29,65.46
TJK,2011,60.58,31.54,52.28,65.96
TJK,2012,60.94,43.73,51.12,66.39
TJK,2013,61.3,36.75,49.99,66.42
TJK,2014,61.72,52.91,49.89,66.69
TJK,2015,62.09,52.56,50.02,67.07
TJK,2016,52.87,33.23,47.94,69.48
TJK,2017,62.5,34.46,46.51,70.85
TJK,2018,62.55,59.9,45.31,70.73
TJK,2019,62.61,60.1,44.7,70.26
TJK,2020,63.22,53.58,47.13,70.72
TJK,2021,62.82,53.54,43.46,70.9
TJK,2022,58.77,31.5,58.95,71.75
TJK,2023,58.95,32.05,59.1,71.48
TJK,2024,69.4,33.36,,59.92
TKM,1995,84.2,36.99,89.02,59.28
TKM,1996,86.51,40.15,88.93,59.78
TKM,1997,87.21,57.13,89.84,62.53
TKM,1998,88.53,57.32,89.89,63.01
TKM,1999,89.07,40.58,89.07,63.41
TKM,2000,87.82,43.21,80.88,65.55
TKM,2001,86.99,43.51,80.48,65.96
TKM,2002,86.06,44.02,80.36,66.44
TKM,2003,84.66,44.59,80.58,66.76
TKM,2004,83.83,43.48,79.27,67.28
TKM,2005,82.61,66.27,78.95,68.97
TKM,2006,81.11,66.57,76.6,69.75
TKM,2007,79.79,66.88,75.79,70.46
TKM,2008,78.44,57.35,72.98,71.25
TKM,2009,78.27,68.43,69.7,71.58
TKM,2010,77.86,65.48,67.15,71.65
TKM,2011,76.39,69.55,64.86,71.86
TKM,2012,76.47,68.83,63.36,71.76
TKM,2013,76.16,70.29,65.07,72.51
TKM,2014,76.15,55.71,65.65,72.3
TKM,2015,75.89,50.55,64.67,73.2
TKM,2016,75.7,55.74,62.71,72.36
TKM,2017,75.39,60.79,62.39,72.37
TKM,2018,75.29,60.7,61.99,72.61
TKM,2019,75.37,49.21,61.19,72.73
TKM,2020,75.84,52.62,65.93,73.01
TKM,2021,75.79,55.1,62.01,72.77
TKM,2022,60.51,41.71,60.44,81.04
TKM,2023,60.72,58.27,60.59,80.59
TKM,2024,70.01,55.18,,60.92
TLS,2002,61.96,21.46,31.19,44.61
TLS,2003,61.04,23.69,32.35,45.19
TLS,2004,61.49,28.33,33.91,46.21
TLS,2005,59.43,32.46,34.61,46.47
TLS,2006,59.1,20.85,35.06,46.74
TLS,2007,50.17,22.36,35.49,48.9
TLS,2008,58.95,34.82,35.01,52.58
TLS,2009,59.22,36.17,36.14,52.77
TLS,2010,51.99,35.92,35.51,53.73
TLS,2011,60.67,38.35,38.65,54.37
TLS,2012,61.81,53.58,37.2,57.38
TLS,2013,64.29,53.25,37.42,58.11
TLS,2014,63.67,56.53,37.11,59.27
TLS,2015,67.47,53.43,37.08,60.19
TLS,2016,53.98,48.09,36.51,60.67
TLS,2017,59.09,58.29,37.13,59.19
TLS,2018,60.2,59.11,37.4,59.69
TLS,2019,61.53,53.74,37.62,61.58
TLS,2020,63.53,52.66,40.59,61.58
TLS,2021,64.71,47.42,38.2,61.31
TLS,2022,54.8,37.28,52.9,60.8
TLS,2023,37.85,36.44,53.43,58.41
TLS,2024,62.33,21.16,,60.18
TON,1990,15.41,41.7,61.04,33.07
TON,1991,40.89,39.02,61.05,31.38
TON,1992,41.79,32.06,61.44,31.62
TON,1993,42.86,42.05,61.92,32.13
TON,1994,42.85,31.97,62.09,33.07
TON,1995,43.58,31.79,62.26,33.57
TON,1996,43.33,42.86,62.26,33.79
TON,1997,43.0,29.44,62.2,33.79
TON,1998,42.48,53.81,62.0,33.56
TON,1999,42.27,44.23,61.87,33.72
TON,2000,42.08,34.98,55.9,33.63
TON,2001,41.7,50.25,55.29,34.11
TON,2002,41.21,41.25,55.91,34.86
TON,2003,44.24,33.38,56.53,34.89
TON,2004,42.48,39.64,55.72,37.79
TON,2005,44.64,38.3,54.0,51.15
TON,2006,46.92,45.75,54.26,54.43
TON,2007,46.53,26.41,53.78,54.83
TON,2008,46.22,41.33,54.69,54.89
TON,2009,45.69,52.06,51.87,53.81
TON,2010,45.28,43.61,51.18,44.39
TON,2011,53.2,51.27,51.46,54.92
TON,2012,53.14,50.15,51.28,55.4
TON,2013,53.03,43.67,50.89,55.3
TON,2014,52.86,41.74,51.44,42.55
TON,2015,52.74,38.74,51.58,42.19
TON,2016,48.88,45.48,54.72,46.13
TON,2017,52.73,38.84,54.75,60.28
TON,2018,50.57,49.38,56.97,60.82
TON,2019,53.3,55.77,60.06,62.25
TON,2020,52.74,54.95,55.69,61.58
TON,2021,53.92,48.69,53.97,47.42
TON,2022,48.06,52.39,60.11,63.96
TON,2023,59.68,46.18,60.17,64.06
TON,2024,69.62,35.88,,56.75
TTO,1990,42.03,55.02,47.4,53.59
TTO,1991,37.6,50.08,47.09,55.16
TTO,1992,41.2,47.16,49.2,56.21
TTO,1993,39.54,47.34,49.35,56.58
TTO,1994,42.24,53.34,50.08,57.0
TTO,1995,41.81,51.63,50.32,57.69
TTO,1996,38.35,55.02,51.21,58.58
TTO,1997,42.01,56.12,50.22,58.87
TTO,1998,38.72,55.54,52.18,59.33
TTO,1999,40.01,44.62,51.64,59.34
TTO,2000,42.49,32.49,51.95,59.87
TTO,2001,43.12,54.88,53.95,61.1
TTO,2002,41.04,68.12,54.68,62.23
TTO,2003,44.94,66.03,56.14,62.4
TTO,2004,46.6,63.32,55.91,62.71
TTO,2005,45.54,66.43,55.35,63.29
TTO,2006,49.8,71.3,54.59,63.35
TTO,2007,48.13,65.95,55.15,64.3
TTO,2008,51.09,66.49,57.69,64.12
TTO,2009,48.83,66.82,55.27,63.69
TTO,2010,52.16,59.73,53.07,63.47
TTO,2011,49.53,64.52,51.49,63.3
TTO,2012,52.47,65.51,50.64,63.2
TTO,2013,54.12,63.73,50.4,63.73
TTO,2014,54.5,64.87,50.89,63.93
TTO,2015,53.97,64.76,50.9,64.67
TTO,2016,59.41,62.97,52.3,65.3
TTO,2017,56.28,68.76,51.34,65.07
TTO,2018,55.6,65.26,52.17,65.03
TTO,2019,55.87,62.31,50.36,65.16
TTO,2020,55.9,66.2,55.48,65.16
TTO,2021,58.88,68.02,54.63,65.27
TTO,2022,58.43,40.98,60.64,68.32
TTO,2023,58.96,41.05,60.51,65.32
TTO,2024,63.81,39.7,,59.42
TUN,1990,24.9,35.77,40.5,45.05
TUN,1991,41.99,37.47,41.21,45.19
TUN,1992,42.04,38.98,41.61,45.79
TUN,1993,42.16,40.55,42.54,46.15
TUN,1994,37.26,35.74,43.02,48.36
TUN,1995,42.37,37.95,43.86,51.5
TUN,1996,42.23,39.77,43.97,52.49
TUN,1997,41.73,38.07,44.03,54.24
TUN,1998,41.99,39.06,43.78,56.09
TUN,1999,42.5,41.94,43.87,58.52
TUN,2000,42.83,47.45,44.65,60.65
TUN,2001,42.62,49.19,44.36,61.63
TUN,2002,42.63,47.45,43.82,62.9
TUN,2003,38.5,46.72,43.44,64.11
TUN,2004,40.09,40.85,43.28,66.57
TUN,2005,33.73,42.95,43.2,67.55
TUN,2006,32.07,41.63,43.37,68.63
TUN,2007,33.28,35.84,42.59,69.44
TUN,2008,31.35,40.21,42.71,69.89
TUN,2009,27.01,40.99,42.27,70.53
TUN,2010,23.7,35.49,42.21,70.2
TUN,2011,19.83,35.45,41.91,70.21
TUN,2012,18.25,38.59,41.16,68.14
TUN,2013,21.44,40.41,41.52,68.79
TUN,2014,18.68,43.24,41.25,70.51
TUN,2015,23.12,41.05,41.93,71.57
TUN,2016,22.22,49.43,42.19,72.16
TUN,2017,23.21,42.28,42.09,72.73
TUN,2018,27.7,45.47,46.27,73.31
TUN,2019,22.92,50.84,45.21,73.07
TUN,2020,32.96,49.93,46.53,73.09
TUN,2021,35.03,49.45,44.44,72.59
TUN,2022,52.12,47.07,53.65,71.86
TUN,2023,53.06,54.68,51.73,68.58
TUN,2024,62.26,42.35,,54.23
TUR,1990,24.26,23.97,65.74,43.51
TUR,1991,37.53,16.49,65.01,39.99
TUR,1992,35.81,24.92,65.13,39.4
TUR,1993,30.09,27.7,61.78,39.18
TUR,1994,34.96,25.52,63.93,39.54
TUR,1995,35.38,24.76,63.88,39.96
TUR,1996,35.43,18.85,62.13,40.65
TUR,1997,30.46,17.86,60.78,41.22
TUR,1998,33.65,23.61,57.03,41.94
TUR,1999,35.34,15.74,56.33,44.38
TUR,2000,35.02,15.2,51.37,44.81
TUR,2001,37.68,12.05,49.87,45.58
TUR,2002,43.04,11.44,48.9,47.86
TUR,2003,42.91,18.9,48.22,48.22
TUR,2004,35.82,19.02,48.12,47.63
TUR,2005,34.0,21.81,52.02,48.95
TUR,2006,33.37,22.55,51.62,50.04
TUR,2007,33.87,24.52,51.43,53.77
TUR,2008,34.64,29.92,50.25,55.39
TUR,2009,36.19,31.42,51.01,56.61
TUR,2010,34.54,32.62,50.44,59.04
TUR,2011,32.75,33.27,52.22,61.45
TUR,2012,33.51,35.1,52.02,62.86
TUR,2013,32.49,36.41,51.17,64.97
TUR,2014,32.66,38.94,51.41,64.87
TUR,2015,31.94,39.13,51.95,66.3
TUR,2016,31.44,39.72,51.56,67.19
TUR,2017,29.67,38.43,51.53,69.09
TUR,2018,30.43,43.18,50.57,71.16
TUR,2019,31.88,40.52,50.3,71.53
TUR,2020,34.96,45.7,55.0,71.8
TUR,2021,31.85,43.03,53.88,74.42
TUR,2022,47.99,32.8,54.35,73.0
TUR,2023,48.55,43.83,52.71,74.16
TUR,2024,50.71,48.6,,58.74
TUV,2022,67.14,40.59,61.58,48.15
TUV,2023,,54.25,62.18,51.25
TUV,2024,,58.86,,56.07
TZA,1990,49.58,54.0,39.74,33.24
TZA,1991,59.1,46.31,38.81,34.36
TZA,1992,59.56,42.42,38.17,34.49
TZA,1993,59.88,43.82,38.52,34.59
TZA,1994,60.37,43.02,37.81,34.82
TZA,1995,60.76,43.83,36.15,35.05
TZA,1996,61.01,41.1,33.22,35.23
