Country Code,year,econ_score,social_score,physical_score,total_score
TZA,1997,61.3,47.52,32.62,35.35
TZA,1998,61.62,46.98,35.22,35.76
TZA,1999,61.9,45.93,33.93,35.86
TZA,2000,62.19,42.88,40.85,36.09
TZA,2001,64.62,44.23,41.19,38.09
TZA,2002,63.41,38.83,41.16,38.6
TZA,2003,61.05,41.26,41.14,38.74
TZA,2004,60.37,40.94,40.39,38.97
TZA,2005,59.69,50.85,40.19,39.98
TZA,2006,59.22,54.34,41.46,40.7
TZA,2007,59.61,52.49,41.26,41.48
TZA,2008,63.74,43.27,41.05,41.26
TZA,2009,61.01,55.43,40.25,41.56
TZA,2010,63.27,52.04,40.43,41.69
TZA,2011,61.51,52.75,40.95,42.74
TZA,2012,56.9,48.72,41.28,43.05
TZA,2013,54.0,47.97,42.0,42.74
TZA,2014,58.04,50.95,43.58,43.0
TZA,2015,57.35,51.62,44.0,43.09
TZA,2016,57.4,52.36,44.42,43.31
TZA,2017,57.4,52.25,46.32,43.72
TZA,2018,57.43,48.22,48.28,43.81
TZA,2019,57.4,52.62,49.88,43.74
TZA,2020,55.5,52.3,51.27,44.08
TZA,2021,57.46,52.58,48.22,43.74
TZA,2022,38.01,57.54,43.52,44.31
TZA,2023,37.92,40.64,40.57,44.21
TZA,2024,27.27,44.57,,59.99
UGA,1990,37.13,30.64,60.96,32.7
UGA,1991,53.49,27.54,61.62,34.03
UGA,1992,53.5,30.6,61.04,34.02
UGA,1993,53.46,29.61,61.82,34.33
UGA,1994,53.41,36.22,60.83,34.5
UGA,1995,53.15,30.96,56.0,34.48
UGA,1996,52.87,32.02,59.02,34.59
UGA,1997,52.75,38.41,57.57,34.93
UGA,1998,52.62,35.33,56.31,35.11
UGA,1999,52.43,34.61,55.7,35.36
UGA,2000,52.53,42.0,57.02,36.39
UGA,2001,52.57,39.19,57.03,37.09
UGA,2002,53.8,29.68,59.68,38.53
UGA,2003,53.76,38.21,59.37,38.83
UGA,2004,53.03,38.75,58.28,38.96
UGA,2005,57.31,42.31,57.05,40.34
UGA,2006,53.34,44.26,56.6,42.15
UGA,2007,52.86,45.4,57.92,43.12
UGA,2008,52.33,50.09,57.57,43.48
UGA,2009,50.41,50.04,57.66,43.46
UGA,2010,52.77,41.2,58.76,44.4
UGA,2011,53.84,41.71,55.47,44.69
UGA,2012,49.2,37.0,57.12,44.85
UGA,2013,57.77,51.12,56.74,45.09
UGA,2014,59.11,38.39,56.86,45.01
UGA,2015,55.49,49.04,57.1,45.64
UGA,2016,55.31,37.97,54.82,46.1
UGA,2017,58.08,45.83,57.22,46.46
UGA,2018,53.95,43.08,58.34,46.65
UGA,2019,57.6,35.63,59.56,46.89
UGA,2020,51.22,43.47,56.62,46.96
UGA,2021,51.27,41.17,53.5,46.84
UGA,2022,32.02,39.1,40.02,46.33
UGA,2023,32.11,40.49,39.3,46.41
UGA,2024,29.6,43.64,,60.8
UKR,1990,42.31,37.67,73.61,60.86
UKR,1991,52.83,51.33,75.77,61.62
UKR,1992,59.34,53.03,77.35,62.25
UKR,1993,59.34,52.36,79.03,61.77
UKR,1994,59.42,54.01,81.13,60.26
UKR,1995,63.02,57.78,83.06,59.36
UKR,1996,60.89,57.9,83.6,61.41
UKR,1997,61.51,55.14,82.81,64.01
UKR,1998,62.44,57.66,82.15,67.34
UKR,1999,60.94,56.05,80.52,69.92
UKR,2000,60.15,53.62,96.68,71.14
UKR,2001,60.31,56.11,97.22,71.4
UKR,2002,59.79,53.58,97.57,71.36
UKR,2003,59.65,53.1,97.44,71.98
UKR,2004,61.6,52.94,97.54,72.15
UKR,2005,61.84,49.28,96.96,72.27
UKR,2006,60.56,55.96,96.86,71.41
UKR,2007,60.82,56.81,97.08,72.16
UKR,2008,60.23,56.03,96.36,71.27
UKR,2009,65.71,57.19,92.9,72.26
UKR,2010,61.7,55.9,90.05,72.84
UKR,2011,61.67,55.65,89.28,73.13
UKR,2012,61.61,55.05,88.32,72.93
UKR,2013,62.99,60.09,87.66,72.59
UKR,2014,65.55,61.25,88.63,72.65
UKR,2015,63.7,61.21,85.37,73.85
UKR,2016,66.12,62.02,84.15,74.36
UKR,2017,71.46,61.37,82.61,74.99
UKR,2018,65.0,64.53,85.19,76.64
UKR,2019,62.67,62.23,85.24,76.81
UKR,2020,64.31,64.41,87.73,78.24
UKR,2021,63.86,65.0,84.42,77.33
UKR,2022,25.18,26.77,52.25,80.28
UKR,2023,25.18,26.74,51.57,80.46
UKR,2024,,36.16,,59.67
URY,1990,50.17,45.32,65.29,57.33
URY,1991,41.16,53.05,65.38,56.68
URY,1992,41.4,53.91,65.94,56.88
URY,1993,42.57,52.94,67.71,56.85
URY,1994,40.22,54.39,68.1,56.95
URY,1995,42.24,56.75,68.48,57.39
URY,1996,41.44,63.5,70.35,57.5
URY,1997,43.2,61.53,69.37,58.36
URY,1998,40.74,58.51,69.09,59.42
URY,1999,40.52,54.5,68.91,61.76
URY,2000,42.03,64.41,68.17,62.35
URY,2001,37.18,59.14,65.28,62.37
URY,2002,37.78,65.9,66.34,62.55
URY,2003,44.13,69.32,64.78,63.47
URY,2004,43.51,65.41,64.67,63.49
URY,2005,46.97,62.32,62.9,64.09
URY,2006,43.38,68.18,63.96,64.65
URY,2007,43.29,61.47,64.23,65.35
URY,2008,45.64,66.24,62.8,65.92
URY,2009,46.99,68.14,63.69,66.74
URY,2010,47.68,64.97,65.79,67.95
URY,2011,50.62,67.68,65.84,67.23
URY,2012,49.56,67.3,67.13,67.63
URY,2013,49.19,64.37,64.27,67.33
URY,2014,50.75,66.87,64.45,67.75
URY,2015,53.85,68.89,62.92,69.99
URY,2016,52.6,68.02,64.43,71.16
URY,2017,52.35,64.69,61.82,72.73
URY,2018,53.55,69.23,66.49,73.83
URY,2019,53.87,73.55,65.25,74.66
URY,2020,54.31,73.65,65.67,75.71
URY,2021,55.33,76.66,67.13,71.17
URY,2022,48.85,34.82,53.13,78.04
URY,2023,47.16,33.21,51.01,80.18
URY,2024,47.86,43.1,,60.19
USA,1990,67.92,62.38,55.14,70.48
USA,1991,62.8,64.68,55.54,70.46
USA,1992,63.42,68.28,54.65,70.76
USA,1993,63.06,68.38,53.45,70.85
USA,1994,62.56,57.92,52.85,70.83
USA,1995,61.82,58.6,53.0,70.81
USA,1996,62.7,60.24,52.34,71.4
USA,1997,62.9,62.65,50.74,72.62
USA,1998,63.29,61.02,49.53,72.94
USA,1999,63.06,60.9,48.38,72.32
USA,2000,62.75,60.29,46.5,72.74
USA,2001,64.19,62.23,46.44,73.04
USA,2002,64.78,66.06,46.97,73.39
USA,2003,65.2,63.73,46.6,73.79
USA,2004,64.18,64.56,45.78,74.05
USA,2005,64.32,66.35,45.97,74.4
USA,2006,63.4,66.31,45.6,74.36
USA,2007,64.74,66.35,45.58,74.46
USA,2008,66.04,67.38,43.79,74.57
USA,2009,70.29,68.75,43.81,74.97
USA,2010,69.77,66.68,42.87,75.49
USA,2011,67.23,67.64,43.27,76.13
USA,2012,66.38,65.86,43.13,76.63
USA,2013,66.91,66.55,43.34,77.2
USA,2014,66.08,67.47,43.6,78.18
USA,2015,66.42,67.41,44.22,78.01
USA,2016,65.96,65.62,44.86,78.39
USA,2017,66.2,67.74,45.4,78.81
USA,2018,66.47,68.34,45.85,80.14
USA,2019,66.6,69.45,45.98,80.74
USA,2020,64.46,65.3,50.71,81.52
USA,2021,66.32,70.96,51.42,79.84
USA,2022,47.39,26.47,50.31,83.09
USA,2023,47.0,27.31,45.25,83.19
USA,2024,45.55,23.15,,59.98
UZB,2000,30.28,58.48,74.07,63.48
UZB,2001,31.61,58.23,73.63,65.52
UZB,2002,37.48,60.02,71.35,66.77
UZB,2003,38.34,56.34,69.81,69.57
UZB,2004,38.58,59.68,68.7,74.9
UZB,2005,39.72,57.16,68.18,75.85
UZB,2006,40.39,58.18,62.81,76.06
UZB,2007,40.86,55.71,61.58,76.43
UZB,2008,37.84,55.97,59.89,75.55
UZB,2009,41.42,55.39,58.85,73.32
UZB,2010,41.05,52.13,56.52,72.15
UZB,2011,39.58,53.05,55.87,70.78
UZB,2012,39.61,53.43,55.28,70.62
UZB,2013,39.5,51.28,55.2,70.91
UZB,2014,39.45,52.6,54.53,70.97
UZB,2015,39.3,53.19,53.61,70.93
UZB,2016,39.17,51.78,52.85,71.54
UZB,2017,39.09,54.32,53.11,72.24
UZB,2018,31.97,55.28,52.31,72.49
UZB,2019,36.77,55.73,52.27,71.33
UZB,2020,31.29,59.45,50.37,73.19
UZB,2021,34.53,56.03,46.78,71.7
UZB,2022,49.43,27.22,58.63,72.16
UZB,2023,49.78,34.01,59.59,71.48
UZB,2024,61.25,39.83,,60.65
VCT,2017,56.64,63.44,37.69,58.77
VCT,2018,56.74,58.6,38.05,59.15
VCT,2019,56.7,57.62,40.95,59.48
VCT,2020,57.12,54.57,51.5,60.7
VCT,2021,57.1,59.29,46.45,60.66
VCT,2022,38.03,45.07,56.19,65.55
VCT,2023,38.42,37.58,57.88,66.63
VCT,2024,34.59,36.93,,59.03
VEN,1990,40.68,47.6,45.0,48.08
VEN,1991,36.3,58.69,48.89,49.08
VEN,1992,38.16,58.93,49.64,50.17
VEN,1993,38.33,58.76,51.02,49.47
VEN,1994,33.01,56.52,50.53,49.06
VEN,1995,31.66,54.41,49.78,48.97
VEN,1996,32.66,55.7,49.19,49.05
VEN,1997,33.6,51.83,49.1,49.92
VEN,1998,34.68,48.39,51.44,50.02
VEN,1999,38.44,63.45,52.55,49.79
VEN,2000,41.83,65.16,57.82,50.38
VEN,2001,39.73,59.87,62.82,50.61
VEN,2002,36.9,62.92,56.33,51.14
VEN,2003,33.6,63.98,57.83,51.12
VEN,2004,38.11,64.76,58.0,51.16
VEN,2005,40.71,64.87,57.04,51.94
VEN,2006,39.84,64.79,60.46,51.67
VEN,2007,41.92,65.72,66.98,52.75
VEN,2008,43.82,70.24,69.22,53.49
VEN,2009,45.17,65.15,67.81,53.31
VEN,2010,44.43,68.75,62.86,53.41
VEN,2011,43.3,70.32,66.76,53.56
VEN,2012,43.53,66.88,68.16,53.31
VEN,2013,44.51,67.32,68.77,53.51
VEN,2014,44.78,71.48,68.72,53.18
VEN,2015,46.39,73.49,67.97,52.89
VEN,2016,47.37,69.74,73.3,52.94
VEN,2017,46.04,70.82,70.67,52.84
VEN,2018,48.05,57.33,68.69,53.44
VEN,2019,48.96,59.84,69.68,53.8
VEN,2020,48.3,63.81,60.88,54.07
VEN,2021,49.74,60.0,60.73,53.3
VEN,2022,60.05,33.85,47.19,48.89
VEN,2023,60.16,33.03,47.14,48.59
VEN,2024,68.47,28.32,,56.92
VGB,2022,,63.05,66.38,64.6
VGB,2023,,55.32,58.26,64.58
VGB,2024,,59.31,,57.87
VIR,2022,59.34,50.38,52.08,65.12
VIR,2023,59.96,50.66,51.6,65.04
VIR,2024,58.24,66.6,,58.1
VNM,1990,54.38,42.45,74.55,54.83
VNM,1991,64.19,41.46,73.51,55.82
VNM,1992,64.18,38.68,71.81,57.54
VNM,1993,64.21,38.76,70.04,58.73
VNM,1994,64.25,38.86,65.89,59.27
VNM,1995,64.39,49.44,67.9,60.49
VNM,1996,66.69,51.12,68.09,61.35
VNM,1997,67.18,49.82,66.95,62.44
VNM,1998,66.64,44.22,70.38,63.81
VNM,1999,66.33,46.83,74.41,64.55
VNM,2000,66.71,45.99,70.24,67.07
VNM,2001,64.61,46.28,71.94,67.78
VNM,2002,64.82,46.09,73.02,68.51
VNM,2003,63.75,42.61,74.24,68.81
VNM,2004,64.16,45.84,73.35,68.64
VNM,2005,61.34,45.73,74.71,69.38
VNM,2006,61.18,37.13,73.23,69.7
VNM,2007,64.46,45.05,74.2,69.5
VNM,2008,60.02,53.38,75.53,69.08
VNM,2009,61.95,47.34,76.16,68.59
VNM,2010,61.47,47.54,76.51,68.5
VNM,2011,60.58,45.03,75.7,67.84
VNM,2012,60.96,39.53,75.86,68.22
VNM,2013,61.17,52.45,77.78,67.91
VNM,2014,57.29,51.26,77.17,67.61
VNM,2015,56.61,51.36,78.03,67.93
VNM,2016,57.23,52.22,78.27,69.32
VNM,2017,57.19,52.87,78.26,69.53
VNM,2018,57.46,54.3,78.53,69.52
VNM,2019,57.45,54.01,79.54,68.94
VNM,2020,54.24,52.13,77.54,68.52
VNM,2021,57.96,51.41,74.24,69.39
VNM,2022,54.81,45.5,50.55,69.91
VNM,2023,55.81,50.51,50.66,69.4
VNM,2024,48.59,50.22,,61.42
VUT,2022,52.22,50.45,56.82,51.5
VUT,2023,52.27,56.38,57.01,51.34
VUT,2024,60.07,47.32,,57.11
WSM,2011,48.94,55.99,39.62,52.74
WSM,2012,51.37,53.2,38.5,52.31
WSM,2013,53.13,41.25,42.81,53.86
WSM,2014,51.24,55.28,41.61,54.85
WSM,2015,49.96,53.86,40.77,55.7
WSM,2016,47.15,58.14,40.3,57.59
WSM,2017,34.83,51.42,40.56,58.31
WSM,2018,44.71,49.87,40.14,58.83
WSM,2019,45.05,59.57,39.27,58.8
WSM,2020,44.8,43.35,44.88,58.66
WSM,2021,45.76,47.83,41.19,58.09
WSM,2022,62.06,49.53,49.94,57.08
WSM,2023,55.61,54.67,50.17,55.74
WSM,2024,70.22,43.1,,56.68
XKX,2022,55.88,23.06,52.88,71.22
XKX,2023,56.99,21.03,52.32,71.77
XKX,2024,,,,57.71
YEM,1998,27.33,36.23,46.31,33.77
YEM,1999,28.86,3.96,45.36,33.21
YEM,2000,25.33,36.74,41.07,34.5
YEM,2001,23.58,20.65,40.37,34.21
YEM,2002,21.9,24.74,38.21,34.21
YEM,2003,20.31,12.55,38.32,34.43
YEM,2004,8.91,13.99,39.9,35.35
YEM,2005,6.43,13.54,39.34,39.42
YEM,2006,6.68,29.39,38.11,39.9
YEM,2007,6.26,26.6,39.39,40.01
YEM,2008,7.69,17.72,39.39,39.83
YEM,2009,7.24,29.09,39.66,40.73
YEM,2010,1.08,12.78,39.41,40.98
YEM,2011,15.64,18.62,40.02,42.35
YEM,2012,15.32,14.19,38.06,42.36
YEM,2013,15.04,15.63,38.37,42.27
YEM,2014,4.84,11.16,39.86,42.53
YEM,2015,18.69,28.51,45.97,42.91
YEM,2016,18.62,17.62,46.37,42.74
YEM,2017,18.56,26.46,46.99,43.01
YEM,2018,18.41,28.34,53.29,42.77
YEM,2019,18.31,28.59,50.47,42.94
YEM,2020,18.4,26.99,50.16,42.84
YEM,2021,18.49,27.45,47.12,42.72
YEM,2022,65.35,53.39,54.42,26.49
YEM,2023,65.49,68.67,54.2,29.41
YEM,2024,67.52,39.7,,51.38
ZAF,1990,49.33,47.97,72.06,46.6
ZAF,1991,48.13,52.15,71.49,48.88
ZAF,1992,45.35,29.15,70.85,49.82
ZAF,1993,45.66,28.93,70.14,50.29
ZAF,1994,47.53,59.75,67.9,51.47
ZAF,1995,46.44,50.44,65.69,51.65
ZAF,1996,47.79,51.53,65.82,52.14
ZAF,1997,49.33,45.81,64.41,52.71
ZAF,1998,45.94,56.2,62.21,53.23
ZAF,1999,47.21,61.49,64.02,53.95
ZAF,2000,42.94,60.32,67.49,54.05
ZAF,2001,43.01,59.56,63.29,53.86
ZAF,2002,38.59,57.81,62.41,53.71
ZAF,2003,41.46,58.35,62.26,53.34
ZAF,2004,40.68,57.44,61.07,53.85
ZAF,2005,40.1,53.61,58.38,53.99
ZAF,2006,40.76,54.32,52.76,54.1
ZAF,2007,41.24,56.46,54.79,54.53
ZAF,2008,44.97,51.02,53.17,53.72
ZAF,2009,49.38,54.44,53.6,55.24
ZAF,2010,49.71,52.88,52.26,55.64
ZAF,2011,48.56,55.51,53.77,56.07
ZAF,2012,49.84,54.17,59.8,56.54
ZAF,2013,49.98,51.81,60.49,56.75
ZAF,2014,49.43,56.5,64.13,56.79
ZAF,2015,47.28,54.0,64.72,56.78
ZAF,2016,46.71,59.22,61.52,58.03
ZAF,2017,47.35,64.47,61.9,58.52
ZAF,2018,47.16,55.38,62.0,59.14
ZAF,2019,49.0,56.25,61.97,58.99
ZAF,2020,50.31,56.18,54.72,59.04
ZAF,2021,49.37,61.29,49.0,58.73
ZAF,2022,31.12,36.73,40.21,59.41
ZAF,2023,31.76,36.67,46.55,58.15
ZAF,2024,23.39,31.71,,60.27
ZMB,1990,57.84,30.57,39.49,32.44
ZMB,1991,53.66,33.38,38.81,34.07
ZMB,1992,57.53,33.42,36.97,34.49
ZMB,1993,60.36,41.98,38.51,34.74
ZMB,1994,61.22,40.53,37.08,35.1
ZMB,1995,61.63,40.87,37.05,35.6
ZMB,1996,61.93,37.54,34.82,35.33
ZMB,1997,63.51,44.23,34.46,35.4
ZMB,1998,66.52,41.24,35.08,35.47
ZMB,1999,66.13,38.41,34.18,35.4
ZMB,2000,69.76,42.5,39.12,35.85
ZMB,2001,67.25,50.46,39.37,36.28
ZMB,2002,67.18,38.67,39.59,37.15
ZMB,2003,67.01,47.52,41.41,37.55
ZMB,2004,66.8,47.9,39.83,37.8
ZMB,2005,66.53,57.14,38.94,38.61
ZMB,2006,66.03,58.0,38.72,39.59
ZMB,2007,65.5,49.99,37.39,39.69
ZMB,2008,65.51,53.28,39.33,40.34
ZMB,2009,65.16,53.02,38.88,40.72
ZMB,2010,64.24,44.99,40.81,41.06
ZMB,2011,64.93,48.93,41.98,40.93
ZMB,2012,64.54,50.22,43.14,41.82
ZMB,2013,64.33,52.3,42.43,42.06
ZMB,2014,64.05,51.78,43.59,42.39
ZMB,2015,56.31,40.88,45.34,43.23
ZMB,2016,64.17,62.28,48.9,45.05
ZMB,2017,60.85,56.46,49.61,45.83
ZMB,2018,63.09,39.11,48.94,46.14
ZMB,2019,64.45,55.92,51.26,47.09
ZMB,2020,62.11,55.78,52.86,47.6
ZMB,2021,58.34,56.11,50.21,45.92
ZMB,2022,52.8,38.79,44.76,48.97
ZMB,2023,52.43,50.21,45.26,48.9
ZMB,2024,61.8,39.81,,57.06
ZWE,1990,49.95,28.92,67.19,41.41
ZWE,1991,62.83,22.71,65.53,39.99
ZWE,1992,63.45,27.63,62.82,40.24
ZWE,1993,63.82,28.59,59.78,40.43
ZWE,1994,72.98,28.25,56.38,40.49
ZWE,1995,71.34,35.44,56.43,40.61
ZWE,1996,71.33,30.56,56.25,40.62
ZWE,1997,74.84,37.51,50.6,40.62
ZWE,1998,70.87,43.68,50.51,40.41
ZWE,1999,72.43,38.13,47.77,39.98
ZWE,2000,69.56,40.15,57.4,38.37
ZWE,2001,68.51,37.49,52.07,37.48
ZWE,2002,67.85,32.83,55.15,37.47
ZWE,2003,67.49,38.08,51.61,37.37
ZWE,2004,65.18,52.15,52.0,37.82
ZWE,2005,66.2,57.15,52.48,39.79
ZWE,2006,65.16,51.51,53.94,40.19
ZWE,2007,65.25,55.36,52.63,41.64
ZWE,2008,64.95,58.72,53.16,40.98
ZWE,2009,64.96,50.45,51.59,40.8
ZWE,2010,64.53,54.33,50.72,40.9
ZWE,2011,57.84,44.4,55.34,41.17
ZWE,2012,64.87,45.68,55.35,41.41
ZWE,2013,63.77,45.03,57.44,43.9
ZWE,2014,58.57,44.08,57.96,44.78
ZWE,2015,63.83,40.53,59.4,45.54
ZWE,2016,63.98,54.33,62.76,45.87
ZWE,2017,63.79,43.57,63.04,46.39
ZWE,2018,63.63,51.46,64.26,46.46
ZWE,2019,63.72,50.59,64.61,46.33
ZWE,2020,63.75,54.38,56.45,46.59
ZWE,2021,63.21,52.32,53.27,46.46
ZWE,2022,43.48,44.87,40.39,46.62
ZWE,2023,43.59,46.69,40.38,46.4
ZWE,2024,49.16,46.43,,59.49
